id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,country,city,icao_code,iata_code,State,timezone
3760,KOTM,medium_airport,Ottumwa Regional Airport,41.106368,-92.449837,845,US,Ottumwa,KOTM,OTM,IA,America/Chicago
3761,KOWB,medium_airport,Owensboro Daviess County Airport,37.74010086,-87.16680145,407,US,Owensboro,KOWB,OWB,KY,America/Chicago
20777,KOWD,medium_airport,Norwood Memorial Airport,42.1904983521,-71.1728973389,49,US,Norwood,KOWD,OWD,MA,America/New_York
20781,KOXB,medium_airport,Ocean City Municipal Airport,38.310398,-75.124001,11,US,Ocean City,KOXB,OXB,MD,America/New_York
20785,KOXR,medium_airport,Oxnard Airport,34.200801849365,-119.20700073242,45,US,Oxnard,KOXR,OXR,CA,America/Los_Angeles
3762,KOZR,medium_airport,Cairns AAF (Fort Rucker) Air Field,31.27569962,-85.71340179,301,US,Fort Rucker/Ozark,KOZR,OZR,AL,America/Chicago
3763,KPAE,medium_airport,Seattle Paine Field International Airport,47.9063,-122.281998,606,US,Everett,KPAE,PAE,WA,America/Los_Angeles
3764,KPAH,medium_airport,Barkley Regional Airport,37.0607986450195,-88.7738037109375,410,US,Paducah,KPAH,PAH,KY,America/Chicago
3765,KPAM,medium_airport,Tyndall Air Force Base,30.069599,-85.575401,17,US,Panama City,KPAM,PAM,FL,America/Chicago
20807,KPBF,medium_airport,"Pine Bluff Regional Airport, Grider Field",34.174121,-91.935643,206,US,Pine Bluff,KPBF,PBF,AR,America/Chicago
20808,KPBG,medium_airport,Plattsburgh International Airport,44.650902,-73.468102,234,US,Plattsburgh,KPBG,PBG,NY,America/New_York
20812,KPCW,medium_airport,Erie-Ottawa International Airport,41.515647,-82.868328,590,US,Port Clinton,KPCW,PCW,OH,America/New_York
3767,KPDK,medium_airport,DeKalb Peachtree Airport,33.87633,-84.30213,1003,US,Atlanta,KPDK,PDK,GA,America/New_York
20815,KPDT,medium_airport,Eastern Oregon Regional Airport at Pendleton,45.695099,-118.841003,1497,US,Pendleton,KPDT,PDT,OR,America/Los_Angeles
20821,KPGA,medium_airport,Page Municipal Airport,36.924234,-111.447716,4316,US,Page,KPGA,PGA,AZ,America/Phoenix
20822,KPGD,medium_airport,Punta Gorda Airport,26.9202,-81.990501,26,US,Punta Gorda,KPGD,PGD,FL,America/New_York
20824,KPGV,medium_airport,Pitt-Greenville Airport,35.635535,-77.384262,26,US,Greenville,KPGV,PGV,NC,America/New_York
3770,KPHF,medium_airport,Newport News Williamsburg International Airport,37.131901,-76.492996,42,US,Newport News,KPHF,PHF,VA,America/New_York
3773,KPIA,medium_airport,General Wayne A. Downing Peoria International Airport,40.663841,-89.692631,660,US,Peoria,KPIA,PIA,IL,America/Chicago
3774,KPIB,medium_airport,Hattiesburg Laurel Regional Airport,31.4671,-89.337097,298,US,Moselle,KPIB,PIB,MS,America/Chicago
3776,KPIH,medium_airport,Pocatello Regional Airport,42.9098014831543,-112.596000671386,4452,US,Pocatello,KPIH,PIH,ID,America/Boise
3777,KPIR,medium_airport,Pierre Regional Airport,44.38270187,-100.2860031,1744,US,Pierre,KPIR,PIR,SD,America/Chicago
3779,KPKB,medium_airport,Mid Ohio Valley Regional Airport,39.3451,-81.439201,858,US,Parkersburg (Williamstown),KPKB,PKB,WV,America/New_York
3781,KPLN,medium_airport,Pellston Regional Airport of Emmet County Airport,45.57089996,-84.79669952,721,US,Pellston,KPLN,PLN,MI,America/Detroit
3782,KPMD,medium_airport,Palmdale Regional Airport / USAF Plant 42 Airport,34.629398,-118.084999,2543,US,Palmdale,KPMD,PMD,CA,America/Los_Angeles
20848,KPNA,medium_airport,Ralph Wenz Field,42.79550171,-109.8069992,7102,US,Pinedale,KPNA,PNA,WY,America/Denver
20849,KPNC,medium_airport,Ponca City Regional Airport,36.73199844,-97.09980011,1008,US,Ponca City,KPNC,PNC,OK,America/Chicago
20850,KPNE,medium_airport,Northeast Philadelphia Airport,40.082406,-75.010614,120,US,Philadelphia,KPNE,PNE,PA,America/New_York
3784,KPOB,medium_airport,Pope Field,35.170898,-79.014503,217,US,Fort Bragg,KPOB,POB,NC,America/New_York
3785,KPOE,medium_airport,Polk Army Air Field,31.0447998,-93.1917038,330,US,Fort Polk,KPOE,POE,LA,America/Chicago
3786,KPOU,medium_airport,Dutchess County Airport,41.6265983581543,-73.8842010498046,165,US,Poughkeepsie,KPOU,POU,NY,America/New_York
3787,KPQI,medium_airport,Presque Isle International Airport,46.688999,-68.0448,534,US,Presque Isle,KPQI,PQI,ME,America/New_York
3788,KPRB,medium_airport,Paso Robles Municipal Airport,35.67290115,-120.6269989,840,US,Paso Robles,KPRB,PRB,CA,America/Los_Angeles
3789,KPRC,medium_airport,Prescott Regional Airport - Ernest A. Love Field,34.653502,-112.419883,5045,US,Prescott,KPRC,PRC,AZ,America/Phoenix
3790,KPRX,medium_airport,Cox Field,33.636600494385,-95.450798034668,547,US,Paris,KPRX,PRX,TX,America/Chicago
20870,KPSC,medium_airport,Tri Cities Airport,46.264702,-119.119003,410,US,Pasco,KPSC,PSC,WA,America/Los_Angeles
3791,KPSM,medium_airport,Portsmouth International Airport at Pease,43.0779,-70.823303,100,US,Portsmouth,KPSM,PSM,NH,America/New_York
3793,KPTK,medium_airport,Oakland County International Airport,42.665500640869,-83.420097351074,980,US,Pontiac,KPTK,PTK,MI,America/Detroit
3794,KPUB,medium_airport,Pueblo Memorial Airport,38.289101,-104.497002,4726,US,Pueblo,KPUB,PUB,CO,America/Denver
20883,KPUW,medium_airport,Pullman-Moscow Regional Airport,46.741601,-117.11163,2556,US,Pullman,KPUW,PUW,WA,America/Los_Angeles
20890,KPVU,medium_airport,Provo Municipal Airport,40.218894,-111.722445,4497,US,Provo,KPVU,PVU,UT,America/Denver
20896,KPWK,medium_airport,Chicago Executive Airport,42.114222,-87.901494,647,US,Chicago/Prospect Heights/Wheeling,,PWK,IL,America/Chicago
3797,KPWT,medium_airport,Bremerton National Airport,47.490200042725,-122.76499938965,444,US,Bremerton,KPWT,PWT,WA,America/Los_Angeles
3837,KRAL,medium_airport,Riverside Municipal Airport,33.9519,-117.445,819,US,Riverside,KRAL,RAL,CA,America/Los_Angeles
3838,KRAP,medium_airport,Rapid City Regional Airport,44.0452995300293,-103.056999206542,3204,US,Rapid City,KRAP,RAP,SD,America/Denver
3839,KRBL,medium_airport,Red Bluff Municipal Airport,40.1506996155,-122.251998901,352,US,Red Bluff,KRBL,RBL,CA,America/Los_Angeles
3840,KRCA,medium_airport,Ellsworth Air Force Base,44.14500046,-103.1039963,3276,US,Rapid City,KRCA,RCA,SD,America/Denver
3841,KRDD,medium_airport,Redding Municipal Airport,40.50899887,-122.2929993,505,US,Redding,KRDD,RDD,CA,America/Los_Angeles
3842,KRDG,medium_airport,Reading Regional Airport (Carl A Spaatz Field),40.378502,-75.965202,344,US,Reading,KRDG,RDG,PA,America/New_York
3843,KRDM,medium_airport,Roberts Field,44.254101,-121.150002,3080,US,Redmond,KRDM,RDM,OR,America/Los_Angeles
20922,KRDR,medium_airport,Grand Forks Air Force Base,47.961101532,-97.4011993408,913,US,Grand Forks,KRDR,RDR,ND,America/Chicago
3845,KRFD,medium_airport,Chicago Rockford International Airport,42.1954,-89.097198,742,US,Chicago/Rockford,KRFD,RFD,IL,America/Chicago
3846,KRHI,medium_airport,Rhinelander Oneida County Airport,45.6311988830566,-89.4674987792968,1624,US,Rhinelander,KRHI,RHI,WI,America/Chicago
20927,KRHP,medium_airport,Western Carolina Regional Airport,35.195202,-83.862999,1697,US,Andrews,,RHP,NC,America/New_York
20931,KRIL,medium_airport,Garfield County Regional Airport,39.526299,-107.726997,5548,US,Rifle,KRIL,RIL,CO,America/Denver
3849,KRIV,medium_airport,March Air Reserve Base,33.880699,-117.259003,1536,US,Riverside,KRIV,RIV,CA,America/Los_Angeles
20933,KRIW,medium_airport,Central Wyoming Regional Airport,43.064201,-108.459999,5525,US,Riverton,KRIW,RIW,WY,America/Denver
20935,KRKD,medium_airport,Knox County Regional Airport,44.060101,-69.099197,56,US,Rockland,KRKD,RKD,ME,America/New_York
3850,KRKS,medium_airport,Southwest Wyoming Regional Airport,41.5942,-109.065001,6764,US,Rock Springs,KRKS,RKS,WY,America/Denver
20940,KRME,medium_airport,Griffiss International Airport,43.23379898,-75.40699768,504,US,Rome,KRME,RME,NY,America/New_York
3851,KRMG,medium_airport,Richard B Russell Airport,34.3506011963,-85.1579971313,644,US,Rome,KRMG,RMG,GA,America/New_York
3852,KRND,medium_airport,Randolph Air Force Base,29.529699,-98.2789,761,US,Universal City,KRND,RND,TX,America/Chicago
20944,KRNH,medium_airport,New Richmond Regional Airport,45.1483,-92.538101,998,US,New Richmond,KRNH,RNH,WI,America/Chicago
3854,KROA,medium_airport,Roanoke–Blacksburg Regional Airport,37.3255,-79.975403,1175,US,Roanoke,KROA,ROA,VA,America/New_York
3856,KROW,medium_airport,Roswell Air Center Airport,33.301601,-104.530998,3671,US,Roswell,KROW,ROW,NM,America/Denver
20962,KRSL,medium_airport,Russell Municipal Airport,38.872100830078,-98.811798095703,1862,US,Russell,KRSL,RSL,KS,America/Chicago
3857,KRST,medium_airport,Rochester International Airport,43.908298,-92.5,1317,US,Rochester,KRST,RST,MN,America/Chicago
3859,KRUT,medium_airport,Rutland - Southern Vermont Regional Airport,43.5294,-72.9496,787,US,Rutland,KRUT,RUT,VT,America/New_York
20972,KRVS,medium_airport,Tulsa Riverside Airport,36.0396,-95.984596,638,US,Tulsa,KRVS,RVS,OK,America/Chicago
20973,KRWF,medium_airport,Redwood Falls Municipal Airport,44.547199,-95.082298,1024,US,Redwood Falls,KRWF,RWF,MN,America/Chicago
3860,KRWI,medium_airport,Rocky Mount Wilson Regional Airport,35.8563,-77.891899,159,US,Rocky Mount,KRWI,RWI,NC,America/New_York
20974,KRWL,medium_airport,Rawlins Municipal Airport/Harvey Field,41.80559921,-107.1999969,6813,US,Rawlins,KRWL,RWL,WY,America/Denver
20981,KRYY,medium_airport,Cobb County International Airport-McCollum Field,34.01316,-84.59721,1040,US,Atlanta,,RYY,GA,America/New_York
3861,KSAC,medium_airport,Sacramento Executive Airport,38.5125007629,-121.492996216,24,US,Sacramento,KSAC,SAC,CA,America/Los_Angeles
21033,KSAF,medium_airport,Santa Fe Municipal Airport,35.6171,-106.088997,6348,US,Santa Fe,KSAF,SAF,NM,America/Denver
3865,KSAW,medium_airport,Marquette/Sawyer International Airport,46.351498,-87.395884,1221,US,Gwinn,KSAW,SAW,MI,America/Detroit
3866,KSBA,medium_airport,Santa Barbara Municipal Airport,34.426201,-119.839996,13,US,Santa Barbara,KSBA,SBA,CA,America/Los_Angeles
3868,KSBN,medium_airport,South Bend International Airport,41.708304,-86.316922,799,US,South Bend,KSBN,SBN,IN,America/Indiana/Indianapolis
3869,KSBP,medium_airport,San Luis County Regional Airport,35.2368011474999,-120.641998291,212,US,San Luis Obispo,KSBP,SBP,CA,America/Los_Angeles
3870,KSBY,medium_airport,Salisbury Ocean City Wicomico Regional Airport,38.3404998779296,-75.5102996826171,52,US,Salisbury,KSBY,SBY,MD,America/New_York
3871,KSCH,medium_airport,Schenectady County Airport,42.852500915527,-73.928901672363,378,US,Schenectady,KSCH,SCH,NY,America/New_York
3872,KSCK,medium_airport,Stockton Metropolitan Airport,37.893279,-121.238079,33,US,Stockton,KSCK,SCK,CA,America/Los_Angeles
3874,KSDM,medium_airport,Brown Field Municipal Airport,32.572639,-116.980019,526,US,San Diego,KSDM,SDM,CA,America/Los_Angeles
21046,KSDY,medium_airport,Sidney - Richland Regional Airport,47.705141,-104.194422,1985,US,Sidney,KSDY,SDY,MT,America/Denver
3877,KSFF,medium_airport,Felts Field,47.682899,-117.321925,1953,US,Spokane,KSFF,SFF,WA,America/Los_Angeles
3879,KSGF,medium_airport,Springfield Branson National Airport,37.245047,-93.388596,1268,US,Springfield,KSGF,SGF,MO,America/Chicago
3880,KSGH,medium_airport,Springfield-Beckley Municipal Airport,39.840301513672,-83.840202331543,1051,US,Springfield,KSGH,SGH,OH,America/New_York
21061,KSGJ,medium_airport,Northeast Florida Regional Airport,29.9592,-81.339798,10,US,St Augustine,KSGJ,SGJ,FL,America/New_York
21062,KSGR,medium_airport,Sugar Land Regional Airport,29.622299194336,-95.65650177002,82,US,Houston,KSGR,SGR,TX,America/Chicago
21065,KSGU,medium_airport,St George Regional Airport,37.036389,-113.510306,2941,US,St George,KSGU,SGU,UT,America/Denver
21066,KSHD,medium_airport,Shenandoah Valley Regional Airport,38.263802,-78.8964,1201,US,Weyers Cave,KSHD,SHD,VA,America/New_York
3881,KSHR,medium_airport,Sheridan County Airport,44.7691993713378,-106.980003356933,4021,US,Sheridan,KSHR,SHR,WY,America/Denver
3882,KSHV,medium_airport,Shreveport Regional Airport,32.444747,-93.826741,258,US,Shreveport,KSHV,SHV,LA,America/Chicago
3884,KSJT,medium_airport,San Angelo Regional Mathis Field,31.3577003479003,-100.496002197265,1919,US,San Angelo,KSJT,SJT,TX,America/Chicago
3885,KSKA,medium_airport,Fairchild Air Force Base,47.615101,-117.655998,2461,US,Spokane,KSKA,SKA,WA,America/Los_Angeles
3886,KSKF,medium_airport,Lackland Air Force Base,29.38419914,-98.58110046,691,US,San Antonio,KSKF,SKF,TX,America/Chicago
21076,KSKX,medium_airport,Taos Regional Airport,36.452494,-105.67749,7095,US,Taos,KSKX,SKX,NM,America/Denver
3888,KSLE,medium_airport,Salem-Willamette Valley Airport/McNary Field,44.9095,-123.002998,214,US,Salem,KSLE,SLE,OR,America/Los_Angeles
3889,KSLI,medium_airport,Los Alamitos Army Air Field,33.790864,-118.050342,32,US,Los Alamitos,KSLI,SLI,CA,America/Los_Angeles
3890,KSLK,medium_airport,Adirondack Regional Airport,44.38691,-74.204629,1663,US,Saranac Lake,KSLK,SLK,NY,America/New_York
3891,KSLN,medium_airport,Salina Municipal Airport,38.7910003662109,-97.6521987915039,1288,US,Salina,KSLN,SLN,KS,America/Chicago
21085,KSME,medium_airport,Lake Cumberland Regional Airport,37.0533981322999,-84.6158981323,927,US,Somerset,KSME,SME,KY,America/New_York
21086,KSMN,medium_airport,Lemhi County Airport,45.122233,-113.88196,4043,US,Salmon,KSMN,SMN,ID,America/Boise
3893,KSMX,medium_airport,Santa Maria Public Airport Captain G Allan Hancock Field,34.898899,-120.457001,261,US,Santa Maria,KSMX,SMX,CA,America/Los_Angeles
3895,KSNS,medium_airport,Salinas Municipal Airport,36.662799835205,-121.60600280762,85,US,Salinas,KSNS,SNS,CA,America/Los_Angeles
21094,KSNY,medium_airport,Sidney Municipal Airport Lloyd W Carr Field,41.101299,-102.985001,4313,US,Sidney,KSNY,SNY,NE,America/Denver
21095,KSOA,medium_airport,Sonora Municipal Airport,30.585699081421,-100.6490020752,2140,US,Sonora,,SOA,TX,America/Chicago
21097,KSOW,medium_airport,Show Low Regional Airport,34.264062,-110.007091,6415,US,Show Low,KSOW,SOW,AZ,America/Phoenix
3897,KSPI,medium_airport,Abraham Lincoln Capital Airport,39.844101,-89.677902,598,US,Springfield,KSPI,SPI,IL,America/Chicago
3898,KSPS,medium_airport,Wichita Falls Municipal Airport / Sheppard Air Force Base,33.9888,-98.491898,1019,US,Wichita Falls,KSPS,SPS,TX,America/Chicago
3900,KSRR,medium_airport,Sierra Blanca Regional Airport,33.462799,-105.535004,6814,US,Alto,KSRR,SRR,NM,America/Denver
3901,KSSC,medium_airport,Shaw Air Force Base,33.972698,-80.470596,241,US,Sumter,KSSC,SSC,SC,America/New_York
21109,KSSF,medium_airport,Stinson Municipal Airport,29.336999893188,-98.471099853516,577,US,San Antonio,KSSF,SSF,TX,America/Chicago
3902,KSSI,medium_airport,St Simons Island Airport,31.1518,-81.391296,19,US,St Simons Island,KSSI,SSI,GA,America/New_York
3903,KSTC,medium_airport,Saint Cloud Regional Airport,45.5466,-94.059898,1031,US,Saint Cloud,KSTC,STC,MN,America/Chicago
3904,KSTJ,medium_airport,Rosecrans Memorial Airport,39.771900177002,-94.909698486328,826,US,St Joseph,KSTJ,STJ,MO,America/Chicago
3906,KSTP,medium_airport,Saint Paul Downtown Holman Field,44.93479,-93.060036,705,US,Saint Paul,KSTP,STP,MN,America/Chicago
21114,KSTS,medium_airport,Charles M. Schulz Sonoma County Airport,38.50899887,-122.8130035,128,US,Santa Rosa,KSTS,STS,CA,America/Los_Angeles
21118,KSUN,medium_airport,Friedman Memorial Airport,43.50439835,-114.2959976,5318,US,Hailey,KSUN,SUN,ID,America/Boise
3907,KSUS,medium_airport,Spirit of St Louis Airport,38.662102,-90.652,463,US,St Louis,KSUS,SUS,MO,America/Chicago
3908,KSUU,medium_airport,Travis Air Force Base,38.262699,-121.927002,62,US,Fairfield,KSUU,SUU,CA,America/Los_Angeles
3909,KSUX,medium_airport,Sioux Gateway Airport / Brigadier General Bud Day Field,42.397605,-96.382237,1098,US,Sioux City,KSUX,SUX,IA,America/Chicago
29695,KSUZ,medium_airport,Saline County Regional Airport,34.590599,-92.479401,390,US,Bryant,,SUZ,AR,America/Chicago
21121,KSVC,medium_airport,Grant County Airport,32.636701,-108.154736,5446,US,Silver City,KSVC,SVC,NM,America/Denver
3910,KSVN,medium_airport,Hunter Army Air Field,32.00999832,-81.14569855,41,US,Savannah,KSVN,SVN,GA,America/New_York
3911,KSWF,medium_airport,New York Stewart International Airport,41.50421,-74.108901,491,US,Newburgh,KSWF,SWF,NY,America/New_York
3912,KSWO,medium_airport,Stillwater Regional Airport,36.162132,-97.085581,1000,US,Stillwater,KSWO,SWO,OK,America/Chicago
3914,KSZL,medium_airport,Whiteman Air Force Base,38.730301,-93.547897,870,US,Knob Noster,KSZL,SZL,MO,America/Chicago
3915,KTBN,medium_airport,Waynesville-St. Robert Regional Airport-Forney Field,37.7416,-92.140701,1159,US,Fort Leonard Wood,KTBN,TBN,MO,America/Chicago
3916,KTCC,medium_airport,Tucumcari Municipal Airport,35.182800293,-103.602996826,4065,US,Tucumcari,KTCC,TCC,NM,America/Denver
3917,KTCL,medium_airport,Tuscaloosa National Airport,33.2206,-87.611397,170,US,Tuscaloosa,KTCL,TCL,AL,America/Chicago
3918,KTCM,medium_airport,McChord Air Force Base,47.137699,-122.475998,322,US,Tacoma,KTCM,TCM,WA,America/Los_Angeles
3919,KTCS,medium_airport,Truth or Consequences Municipal Airport,33.2369,-107.272003,4853,US,Truth or Consequences,KTCS,TCS,NM,America/Denver
3920,KTEB,medium_airport,Teterboro Airport,40.850101,-74.060799,9,US,Teterboro,KTEB,TEB,NJ,America/New_York
21188,KTEX,medium_airport,Telluride Regional Airport,37.9538,-107.907997,9070,US,Telluride,KTEX,TEX,CO,America/Denver
3921,KTIK,medium_airport,Tinker Air Force Base,35.4147,-97.386597,1291,US,Oklahoma City,KTIK,TIK,OK,America/Chicago
3922,KTIW,medium_airport,Tacoma Narrows Airport,47.267407,-122.577295,294,US,Tacoma,KTIW,TIW,WA,America/Los_Angeles
3923,KTIX,medium_airport,Space Coast Regional Airport,28.514799118042,-80.799201965332,34,US,Titusville,KTIX,TIX,FL,America/New_York
3924,KTLH,medium_airport,Tallahassee International Airport,30.401209,-84.35433,81,US,Tallahassee,KTLH,TLH,FL,America/New_York
21204,KTMB,medium_airport,Miami Executive Airport,25.6479,-80.4328,8,US,Miami,KTMB,TMB,FL,America/New_York
21212,KTOI,medium_airport,Troy Municipal Airport at N Kenneth Campbell Field,31.860399,-86.012101,398,US,Troy,KTOI,TOI,AL,America/Chicago
3925,KTOL,medium_airport,Eugene F. Kranz Toledo Express Airport,41.5868,-83.8078,683,US,Toledo,KTOL,TOL,OH,America/New_York
21213,KTOP,medium_airport,Philip Billard Municipal Airport,39.069899,-95.622606,881,US,Topeka,KTOP,TOP,KS,America/Chicago
21216,KTPH,medium_airport,Tonopah Airport,38.06019974,-117.086998,5430,US,Tonopah,KTPH,TPH,NV,America/Los_Angeles
3927,KTPL,medium_airport,Draughon Miller Central Texas Regional Airport,31.1525,-97.407799,682,US,Temple,KTPL,TPL,TX,America/Chicago
3928,KTRI,medium_airport,Tri-Cities Regional TN/VA Airport,36.475201,-82.407401,1519,US,Blountville,KTRI,TRI,TN,America/New_York
21220,KTRK,medium_airport,Truckee Tahoe Airport,39.318628,-120.140562,5900,US,Truckee,KTRK,TRK,CA,America/Los_Angeles
21222,KTRM,medium_airport,Jacqueline Cochran Regional Airport,33.62670135498,-116.16000366211,-115,US,Palm Springs,KTRM,TRM,CA,America/Los_Angeles
21228,KTTD,medium_airport,Portland Troutdale Airport,45.54940032959,-122.40100097656,39,US,Portland,KTTD,TTD,OR,America/Los_Angeles
3929,KTTN,medium_airport,Trenton Mercer Airport,40.276699,-74.813499,213,US,Ewing Township,KTTN,TTN,NJ,America/New_York
21230,KTTS,medium_airport,Space Florida Launch and Landing Facility,28.615,-80.694504,10,US,Titusville,,TTS,FL,America/New_York
3931,KTUP,medium_airport,Tupelo Regional Airport,34.2681007385253,-88.7698974609375,346,US,Tupelo,KTUP,TUP,MS,America/Chicago
3933,KTVC,medium_airport,Cherry Capital Airport,44.741402,-85.582199,624,US,Traverse City,KTVC,TVC,MI,America/Detroit
21232,KTVF,medium_airport,Thief River Falls Regional Airport,48.065701,-96.184998,1119,US,Thief River Falls,KTVF,TVF,MN,America/Chicago
3934,KTVL,medium_airport,Lake Tahoe Airport,38.8939018249511,-119.995002746582,6264,US,South Lake Tahoe,KTVL,TVL,CA,America/Los_Angeles
3935,KTWF,medium_airport,Joslin Field Magic Valley Regional Airport,42.4818,-114.487999,4154,US,Twin Falls,KTWF,TWF,ID,America/Boise
3936,KTXK,medium_airport,Texarkana Regional Airport (Webb Field),33.453701,-93.990997,390,US,Texarkana,KTXK,TXK,AR,America/Chicago
3937,KTYR,medium_airport,Tyler Pounds Regional Airport,32.3540992736816,-95.4023971557617,544,US,Tyler,KTYR,TYR,TX,America/Chicago
21261,KU42,medium_airport,South Valley Regional Airport,40.619499,-111.992996,4607,US,Salt Lake City,KSVR,SVR,UT,America/Denver
21280,KUAO,medium_airport,Aurora State Airport,45.2471008300781,-122.769996643066,200,US,Aurora,,UAO,OR,America/Los_Angeles
3940,KUIN,medium_airport,Quincy Regional Airport Baldwin Field,39.942699,-91.194603,768,US,Quincy,KUIN,UIN,IL,America/Chicago
3941,KUKI,medium_airport,Ukiah Municipal Airport,39.125999,-123.200996,614,US,Ukiah,KUKI,UKI,CA,America/Los_Angeles
21300,KUNV,medium_airport,State College Regional Airport,40.849374,-77.84852,1239,US,State College,KUNV,UNV,PA,America/New_York
3942,KUOX,medium_airport,University Oxford Airport,34.384300231934,-89.536796569824,452,US,Oxford,KUOX,UOX,MS,America/Chicago
21304,KUTS,medium_airport,Huntsville Regional Airport,30.7469005585,-95.5871963501,363,US,Huntsville,KUTS,UTS,TX,America/Chicago
3943,KVAD,medium_airport,Moody Air Force Base,30.9678001404,-83.1930007935,233,US,Valdosta,KVAD,VAD,GA,America/New_York
3944,KVBG,medium_airport,Vandenberg Space Force Base,34.737301,-120.584,369,US,Lompoc,KVBG,VBG,CA,America/Los_Angeles
3945,KVCT,medium_airport,Victoria Regional Airport,28.8526000976562,-96.9185028076171,115,US,Victoria,KVCT,VCT,TX,America/Chicago
21318,KVEL,medium_airport,Vernal Regional Airport,40.436214,-109.511661,5278,US,Vernal,KVEL,VEL,UT,America/Denver
21321,KVGT,medium_airport,North Las Vegas Airport,36.209074,-115.193982,2205,US,Las Vegas,KVGT,VGT,NV,America/Los_Angeles
21325,KVIS,medium_airport,Visalia Municipal Airport,36.318699,-119.392998,295,US,Visalia,KVIS,VIS,CA,America/Los_Angeles
3946,KVLD,medium_airport,Valdosta Regional Airport,30.7824993133544,-83.2767028808593,203,US,Valdosta,KVLD,VLD,GA,America/New_York
21333,KVNY,medium_airport,Van Nuys Airport,34.209801,-118.489998,802,US,Van Nuys,KVNY,VNY,CA,America/Los_Angeles
3947,KVOK,medium_airport,Volk Field,43.938999,-90.253403,912,US,Camp Douglas,KVOK,VOK,WI,America/Chicago
3948,KVPS,medium_airport,Destin-Fort Walton Beach Airport,30.481315,-86.515839,87,US,Valparaiso,KVPS,VPS,FL,America/Chicago
3949,KVPZ,medium_airport,Porter County Municipal Airport,41.45399857,-87.00710297,770,US,Valparaiso,KVPZ,VPZ,IN,America/Chicago
21335,KVQQ,medium_airport,Cecil Airport,30.2187,-81.876701,81,US,Jacksonville,KVQQ,VQQ,FL,America/New_York
3950,KVRB,medium_airport,Vero Beach Regional Airport,27.6556,-80.417901,24,US,Vero Beach,KVRB,VRB,FL,America/New_York
21339,KVTN,medium_airport,Miller Field,42.856211,-100.549192,2596,US,Valentine,KVTN,VTN,NE,America/Chicago
21358,KW63,medium_airport,Lake Country Regional Airport,36.595798,-78.560097,421,US,Clarksville,,W63,VA,America/New_York
21375,KWJF,medium_airport,General William J Fox Airfield,34.7411,-118.219002,2351,US,Lancaster,KWJF,WJF,CA,America/Los_Angeles
21379,KWMC,medium_airport,Winnemucca Municipal Airport,40.8965988159,-117.805999756,4308,US,Winnemucca,KWMC,WMC,NV,America/Los_Angeles
3951,KWRB,medium_airport,Robins Air Force Base,32.640099,-83.591904,294,US,Warner Robins,KWRB,WRB,GA,America/New_York
3952,KWRI,medium_airport,Mc Guire Air Force Base,40.0155983,-74.59169769,131,US,Wrightstown,KWRI,WRI,NJ,America/New_York
3953,KWRL,medium_airport,Worland Municipal Airport,43.965698,-107.950996,4227,US,Worland,KWRL,WRL,WY,America/Denver
21382,KWST,medium_airport,Westerly State Airport,41.349602,-71.803398,81,US,Westerly,KWST,WST,RI,America/New_York
3954,KWWD,medium_airport,Cape May County Airport,39.0084991455,-74.9083023071,23,US,Wildwood,KWWD,WWD,NJ,America/New_York
21386,KWWR,medium_airport,West Woodward Airport,36.438,-99.5226667,2189,US,Woodward,KWWR,WWR,OK,America/Chicago
3955,KWYS,medium_airport,Yellowstone Airport,44.6884,-111.117996,6649,US,West Yellowstone,KWYS,WYS,MT,America/Denver
21403,KX51,medium_airport,Miami Homestead General Aviation Airport,25.499201,-80.554296,7,US,Homestead,,X51,FL,America/New_York
3956,KXMR,medium_airport,Cape Canaveral SFS Skid Strip,28.4676,-80.566597,10,US,Cocoa Beach,KXMR,XMR,FL,America/New_York
21410,KXNA,medium_airport,Northwest Arkansas National Airport,36.281898,-94.306801,1287,US,Fayetteville/Springdale/Rogers,KXNA,XNA,AR,America/Chicago
324440,KXWA,medium_airport,Williston Basin International Airport,48.260863,-103.75116,2344,US,Williston,KXWA,XWA,ND,America/Chicago
3957,KYIP,medium_airport,Willow Run Airport,42.2379,-83.530403,716,US,Detroit,KYIP,YIP,MI,America/Detroit
3958,KYKM,medium_airport,Yakima Air Terminal McAllister Field,46.56819916,-120.5439987,1099,US,Yakima,KYKM,YKM,WA,America/Los_Angeles
3959,KYKN,medium_airport,Chan Gurney Municipal Airport,42.916698455811,-97.385902404785,1306,US,Yankton,KYKN,YKN,SD,America/Chicago
3960,KYNG,medium_airport,Youngstown Warren Regional Airport,41.26070023,-80.67910004,1192,US,Youngstown/Warren,KYNG,YNG,OH,America/New_York
3967,KZZV,medium_airport,Zanesville Municipal Airport,39.9444007874,-81.8920974731,900,US,Zanesville,KZZV,ZZV,OH,America/New_York
5336,PAAQ,medium_airport,"Warren ""Bud"" Woods Palmer Municipal Airport",61.594898,-149.08901,242,US,Palmer,PAAQ,PAQ,AK,America/Anchorage
5338,PABE,medium_airport,Bethel Airport,60.77980042,-161.8379974,126,US,Bethel,PABE,BET,AK,America/Anchorage
5339,PABI,medium_airport,Allen Army Airfield,63.994499,-145.722,1291,US,Delta Junction Ft Greely,PABI,BIG,AK,America/Anchorage
